date,team,rating
2006-12-27,CODM Meknes,1478
2006-12-27,Olympique Club De Khouribga,1676
2006-12-27,Difaa Hassani El Jadidi,1526
2006-12-27,Jeunesse Sportive El Massira,1428
2006-12-28,Itihad Zemmouri de Khemisset,1500
2006-12-28,Maghreb de Fes,1489
2007-01-06,FAR Rabat,1672
2007-01-06,Difaa Hassani El Jadidi,1521
2007-01-06,Kawkab Athletic Club Marrakech,1506
2007-01-06,Ittihad Tanger,1395
2007-01-07,Maghreb de Fes,1508
2007-01-07,Raja Club Athletic,1528
2007-01-07,Jeunesse Sportive El Massira,1427
2007-01-07,Itihad Zemmouri de Khemisset,1501
2007-01-07,Wydad Athletic Club,1643
2007-01-07,CODM Meknes,1473
2007-01-07,Moghreb Tetouan,1538
2007-01-07,Mouloudia Oujda,1461
2007-01-07,Olympique Club de Safi,1441
2007-01-07,AS Sale,1430
2007-01-07,Olympique Club De Khouribga,1681
2007-01-07,Hassania Union Sport Agadir,1526
2007-01-07,Stade Marocain,1373
2007-01-07,Chabab Houara,1423
2007-01-07,Kenitra AC,1446
2007-01-07,Racing Casablanca,1398
2007-01-07,Youssoufia Berrechid,1413
2007-01-07,US Temara,1400
2007-01-07,Renaissance de Berkane,1359
2007-01-07,Chabab Mohammedia,1414
2007-01-07,CWW Wafaa Wydad Casablanca,1379
2007-01-07,Union Sidi Kacem,1417
2007-01-07,USM Mohammedia,1406
2007-01-07,HAN Hilal Nador,1374
2007-01-07,UTS Union Touarga Sport Rabat,1329
2007-01-07,Rachad Bernoussi,1391
2007-01-07,Fath Union Sport de Rabat,1453
2007-01-07,RSS Renaissance Settat,1359
2007-01-10,Kawkab Athletic Club Marrakech,1488
2007-01-10,FAR Rabat,1689
2007-01-13,Olympique Club de Safi,1455
2007-01-13,Difaa Hassani El Jadidi,1508
2007-01-13,Ittihad Tanger,1418
2007-01-13,Mouloudia Oujda,1440
2007-01-13,Maghreb de Fes,1491
2007-01-13,Moghreb Tetouan,1555
2007-01-13,Olympique Club De Khouribga,1684
2007-01-13,AS Sale,1427
2007-01-13,UTS Union Touarga Sport Rabat,1334
2007-01-13,Fath Union Sport de Rabat,1448
2007-01-13,CWW Wafaa Wydad Casablanca,1382
2007-01-13,HAN Hilal Nador,1371
2007-01-13,Kenitra AC,1450
2007-01-13,Union Sidi Kacem,1413
2007-01-13,Youssoufia Berrechid,1412
2007-01-13,Chabab Mohammedia,1415
2007-01-13,Stade Marocain,1372
2007-01-13,US Temara,1401
2007-01-13,USM Mohammedia,1400
2007-01-13,Rachad Bernoussi,1397
2007-01-14,Jeunesse Sportive El Massira,1427
2007-01-14,Raja Club Athletic,1528
2007-01-14,FAR Rabat,1679
2007-01-14,Itihad Zemmouri de Khemisset,1510
2007-01-14,Wydad Athletic Club,1635
2007-01-14,Hassania Union Sport Agadir,1534
2007-01-14,Kawkab Athletic Club Marrakech,1484
2007-01-14,CODM Meknes,1477
2007-01-14,Renaissance de Berkane,1363
2007-01-14,Racing Casablanca,1394
2007-01-14,Chabab Houara,1421
2007-01-14,RSS Renaissance Settat,1361
2007-01-20,Hassania Union Sport Agadir,1528
2007-01-20,Kawkab Athletic Club Marrakech,1489
2007-01-20,AS Sale,1409
2007-01-20,Wydad Athletic Club,1652
2007-01-20,Difaa Hassani El Jadidi,1511
2007-01-20,Olympique Club De Khouribga,1681
2007-01-20,CODM Meknes,1471
2007-01-20,Ittihad Tanger,1424
2007-01-20,Rachad Bernoussi,1400
2007-01-20,CWW Wafaa Wydad Casablanca,1379
2007-01-20,Fath Union Sport de Rabat,1446
2007-01-20,USM Mohammedia,1401
2007-01-20,RSS Renaissance Settat,1364
2007-01-20,UTS Union Touarga Sport Rabat,1331
2007-01-21,Moghreb Tetouan,1561
2007-01-21,Jeunesse Sportive El Massira,1421
2007-01-21,Mouloudia Oujda,1452
2007-01-21,Maghreb de Fes,1479
2007-01-21,Itihad Zemmouri de Khemisset,1518
2007-01-21,Olympique Club de Safi,1447
2007-01-21,US Temara,1407
2007-01-21,Chabab Houara,1415
2007-01-21,Chabab Mohammedia,1405
2007-01-21,Stade Marocain,1382
2007-01-21,Union Sidi Kacem,1411
2007-01-21,Renaissance de Berkane,1365
2007-01-21,HAN Hilal Nador,1375
2007-01-21,Kenitra AC,1446
2007-01-27,Olympique Club de Safi,1447
2007-01-27,Raja Club Athletic,1528
2007-01-27,CODM Meknes,1486
2007-01-27,Mouloudia Oujda,1438
2007-01-27,FAR Rabat,1685
2007-01-27,Moghreb Tetouan,1555
2007-01-27,Kawkab Athletic Club Marrakech,1503
2007-01-27,AS Sale,1396
2007-01-28,Ittihad Tanger,1424
2007-01-28,Hassania Union Sport Agadir,1528
2007-01-28,Jeunesse Sportive El Massira,1420
2007-01-28,Maghreb de Fes,1480
2007-01-28,Olympique Club De Khouribga,1686
2007-01-28,Itihad Zemmouri de Khemisset,1513
2007-01-31,Wydad Athletic Club,1643
2007-01-31,Difaa Hassani El Jadidi,1519
2007-02-03,AS Sale,1413
2007-02-03,Ittihad Tanger,1408
2007-02-03,Raja Club Athletic,1530
2007-02-03,Olympique Club De Khouribga,1684
2007-02-03,Mouloudia Oujda,1434
2007-02-03,Jeunesse Sportive El Massira,1424
2007-02-03,Hassania Union Sport Agadir,1508
2007-02-03,CODM Meknes,1506
2007-02-03,Youssoufia Berrechid,1415
2007-02-03,Union Sidi Kacem,1408
2007-02-03,Stade Marocain,1381
2007-02-03,Racing Casablanca,1395
2007-02-03,CWW Wafaa Wydad Casablanca,1371
2007-02-03,Fath Union Sport de Rabat,1454
2007-02-04,Itihad Zemmouri de Khemisset,1514
2007-02-04,Wydad Athletic Club,1642
2007-02-04,Maghreb de Fes,1470
2007-02-04,FAR Rabat,1695
2007-02-04,Moghreb Tetouan,1547
2007-02-04,Olympique Club de Safi,1454
2007-02-04,Difaa Hassani El Jadidi,1515
2007-02-04,Kawkab Athletic Club Marrakech,1507
2007-02-04,US Temara,1406
2007-02-04,RSS Renaissance Settat,1365
2007-02-04,Renaissance de Berkane,1364
2007-02-04,HAN Hilal Nador,1376
2007-02-04,Kenitra AC,1449
2007-02-04,Rachad Bernoussi,1398
2007-02-04,USM Mohammedia,1403
2007-02-04,UTS Union Touarga Sport Rabat,1329
2007-02-04,Chabab Houara,1409
2007-02-04,Chabab Mohammedia,1411
2007-02-17,Olympique Club de Safi,1465
2007-02-17,Maghreb de Fes,1460
2007-02-17,Ittihad Tanger,1430
2007-02-17,Difaa Hassani El Jadidi,1494
2007-02-17,FAR Rabat,1684
2007-02-17,Jeunesse Sportive El Massira,1435
2007-02-17,Kawkab Athletic Club Marrakech,1518
2007-02-17,Itihad Zemmouri de Khemisset,1504
2007-02-17,Racing Casablanca,1398
2007-02-17,Chabab Houara,1406
2007-02-17,Union Sidi Kacem,1411
2007-02-17,Stade Marocain,1378
2007-02-17,RSS Renaissance Settat,1369
2007-02-17,USM Mohammedia,1399
2007-02-17,Fath Union Sport de Rabat,1453
2007-02-17,Kenitra AC,1450
2007-02-17,Rachad Bernoussi,1397
2007-02-17,Renaissance de Berkane,1365
2007-02-18,CODM Meknes,1499
2007-02-18,AS Sale,1420
2007-02-18,Hassania Union Sport Agadir,1516
2007-02-18,Mouloudia Oujda,1427
2007-02-18,Olympique Club De Khouribga,1690
2007-02-18,Moghreb Tetouan,1542
2007-02-18,Wydad Athletic Club,1634
2007-02-18,Raja Club Athletic,1537
2007-02-18,UTS Union Touarga Sport Rabat,1335
2007-02-18,CWW Wafaa Wydad Casablanca,1365
2007-02-18,HAN Hilal Nador,1380
2007-02-18,Youssoufia Berrechid,1411
2007-02-18,Chabab Mohammedia,1410
2007-02-18,US Temara,1407
2007-02-24,Raja Club Athletic,1539
2007-02-24,FAR Rabat,1683
2007-02-24,Kenitra AC,1452
2007-02-24,UTS Union Touarga Sport Rabat,1333
2007-02-24,US Temara,1406
2007-02-24,Racing Casablanca,1399
2007-02-24,Stade Marocain,1377
2007-02-24,HAN Hilal Nador,1381
2007-02-24,Youssoufia Berrechid,1405
2007-02-24,Rachad Bernoussi,1403
2007-02-24,CWW Wafaa Wydad Casablanca,1365
2007-02-24,USM Mohammedia,1399
2007-02-25,Chabab Houara,1411
2007-02-25,Union Sidi Kacem,1406
2007-02-25,Chabab Mohammedia,1404
2007-02-25,RSS Renaissance Settat,1375
2007-02-25,Renaissance de Berkane,1365
2007-02-25,Fath Union Sport de Rabat,1453
2007-03-03,Difaa Hassani El Jadidi,1510
2007-03-03,CODM Meknes,1484
2007-03-03,Maghreb de Fes,1451
2007-03-03,Olympique Club De Khouribga,1699
2007-03-03,USM Mohammedia,1399
2007-03-03,Kenitra AC,1452
2007-03-03,Rachad Bernoussi,1408
2007-03-03,Stade Marocain,1372
2007-03-03,RSS Renaissance Settat,1378
2007-03-03,CWW Wafaa Wydad Casablanca,1362
2007-03-03,Racing Casablanca,1404
2007-03-03,Chabab Mohammedia,1399
2007-03-03,Fath Union Sport de Rabat,1457
2007-03-03,Youssoufia Berrechid,1401
2007-03-04,Jeunesse Sportive El Massira,1447
2007-03-04,Olympique Club de Safi,1454
2007-03-04,Raja Club Athletic,1534
2007-03-04,Kawkab Athletic Club Marrakech,1522
2007-03-04,Itihad Zemmouri de Khemisset,1512
2007-03-04,Ittihad Tanger,1423
2007-03-04,UTS Union Touarga Sport Rabat,1337
2007-03-04,Renaissance de Berkane,1362
2007-03-04,HAN Hilal Nador,1381
2007-03-04,Chabab Houara,1411
2007-03-04,Union Sidi Kacem,1400
2007-03-04,US Temara,1412
2007-03-10,Mouloudia Oujda,1448
2007-03-10,FAR Rabat,1663
2007-03-11,AS Sale,1420
2007-03-11,Hassania Union Sport Agadir,1516
2007-03-11,Moghreb Tetouan,1563
2007-03-11,Wydad Athletic Club,1614
2007-03-17,Racing Casablanca,1403
2007-03-17,Youssoufia Berrechid,1402
2007-03-25,Youssoufia Berrechid,1392
2007-03-25,UTS Union Touarga Sport Rabat,1347
2007-03-25,Stade Marocain,1367
2007-03-25,Fath Union Sport de Rabat,1462
2007-03-25,Kenitra AC,1454
2007-03-25,CWW Wafaa Wydad Casablanca,1360
2007-03-25,Chabab Houara,1410
2007-03-25,Rachad Bernoussi,1409
2007-03-25,Chabab Mohammedia,1402
2007-03-25,Union Sidi Kacem,1397
2007-03-25,Racing Casablanca,1407
2007-03-25,RSS Renaissance Settat,1374
2007-03-25,US Temara,1415
2007-03-25,HAN Hilal Nador,1378
2007-03-25,Renaissance de Berkane,1362
2007-03-25,USM Mohammedia,1399
2007-03-31,Olympique Club De Khouribga,1673
2007-03-31,Jeunesse Sportive El Massira,1473
2007-03-31,Olympique Club de Safi,1444
2007-03-31,FAR Rabat,1673
2007-03-31,Kawkab Athletic Club Marrakech,1540
2007-03-31,Moghreb Tetouan,1546
2007-03-31,Wydad Athletic Club,1622
2007-03-31,Maghreb de Fes,1444
2007-03-31,Hassania Union Sport Agadir,1512
2007-03-31,Difaa Hassani El Jadidi,1514
2007-03-31,Union Sidi Kacem,1400
2007-03-31,Racing Casablanca,1404
2007-03-31,CWW Wafaa Wydad Casablanca,1363
2007-03-31,Renaissance de Berkane,1359
2007-03-31,Rachad Bernoussi,1408
2007-03-31,US Temara,1416
2007-03-31,UTS Union Touarga Sport Rabat,1353
2007-03-31,Stade Marocain,1361
2007-03-31,RSS Renaissance Settat,1369
2007-03-31,Kenitra AC,1459
2007-03-31,USM Mohammedia,1393
2007-03-31,Youssoufia Berrechid,1398
2007-03-31,Fath Union Sport de Rabat,1455
2007-03-31,Chabab Houara,1416
2007-03-31,HAN Hilal Nador,1383
2007-03-31,Chabab Mohammedia,1397
2007-04-01,Ittihad Tanger,1438
2007-04-01,Raja Club Athletic,1520
2007-04-01,AS Sale,1417
2007-04-01,Mouloudia Oujda,1450
2007-04-01,CODM Meknes,1501
2007-04-01,Itihad Zemmouri de Khemisset,1496
2007-04-07,Difaa Hassani El Jadidi,1524
2007-04-07,AS Sale,1407
2007-04-07,Maghreb de Fes,1458
2007-04-07,Kawkab Athletic Club Marrakech,1526
2007-04-07,Mouloudia Oujda,1460
2007-04-07,Olympique Club de Safi,1434
2007-04-07,US Temara,1416
2007-04-07,Fath Union Sport de Rabat,1455
2007-04-07,Renaissance de Berkane,1364
2007-04-07,Kenitra AC,1455
2007-04-07,Youssoufia Berrechid,1402
2007-04-07,CWW Wafaa Wydad Casablanca,1359
2007-04-07,Chabab Houara,1418
2007-04-07,UTS Union Touarga Sport Rabat,1351
2007-04-07,Racing Casablanca,1409
2007-04-07,HAN Hilal Nador,1378
2007-04-07,Chabab Mohammedia,1396
2007-04-07,Rachad Bernoussi,1409
2007-04-07,Union Sidi Kacem,1399
2007-04-07,RSS Renaissance Settat,1370
2007-04-07,Stade Marocain,1361
2007-04-07,USM Mohammedia,1393
2007-04-08,Moghreb Tetouan,1552
2007-04-08,Ittihad Tanger,1432
2007-04-08,Raja Club Athletic,1535
2007-04-08,CODM Meknes,1487
2007-04-14,Kawkab Athletic Club Marrakech,1520
2007-04-14,Jeunesse Sportive El Massira,1478
2007-04-14,Olympique Club De Khouribga,1679
2007-04-14,Olympique Club de Safi,1428
2007-04-14,Wydad Athletic Club,1634
2007-04-14,FAR Rabat,1661
2007-04-14,AS Sale,1392
2007-04-14,Itihad Zemmouri de Khemisset,1510
2007-04-15,CODM Meknes,1486
2007-04-15,Moghreb Tetouan,1553
2007-04-15,Difaa Hassani El Jadidi,1518
2007-04-15,Mouloudia Oujda,1466
2007-04-15,Ittihad Tanger,1429
2007-04-15,Maghreb de Fes,1461
2007-04-15,Hassania Union Sport Agadir,1523
2007-04-15,Raja Club Athletic,1524
2007-04-15,HAN Hilal Nador,1381
2007-04-15,Union Sidi Kacem,1396
2007-04-15,RSS Renaissance Settat,1375
2007-04-15,Renaissance de Berkane,1359
2007-04-15,CWW Wafaa Wydad Casablanca,1358
2007-04-15,Stade Marocain,1362
2007-04-15,Rachad Bernoussi,1408
2007-04-15,Racing Casablanca,1410
2007-04-15,USM Mohammedia,1384
2007-04-15,Chabab Houara,1426
2007-04-15,Fath Union Sport de Rabat,1459
2007-04-15,Chabab Mohammedia,1392
2007-04-15,Kenitra AC,1453
2007-04-15,Youssoufia Berrechid,1404
2007-04-15,UTS Union Touarga Sport Rabat,1355
2007-04-15,US Temara,1412
2007-04-21,Raja Club Athletic,1530
2007-04-21,AS Sale,1386
2007-04-21,Maghreb de Fes,1472
2007-04-21,CODM Meknes,1475
2007-04-21,Mouloudia Oujda,1470
2007-04-21,Olympique Club De Khouribga,1675
2007-04-21,HAN Hilal Nador,1380
2007-04-21,RSS Renaissance Settat,1376
2007-04-21,Stade Marocain,1362
2007-04-21,Kenitra AC,1453
2007-04-21,US Temara,1406
2007-04-21,USM Mohammedia,1390
2007-04-21,Union Sidi Kacem,1399
2007-04-21,Rachad Bernoussi,1405
2007-04-21,Chabab Mohammedia,1395
2007-04-21,UTS Union Touarga Sport Rabat,1352
2007-04-21,Chabab Houara,1428
2007-04-21,CWW Wafaa Wydad Casablanca,1356
2007-04-21,Racing Casablanca,1410
2007-04-21,Fath Union Sport de Rabat,1459
2007-04-21,Youssoufia Berrechid,1403
2007-04-21,Renaissance de Berkane,1360
2007-04-22,Jeunesse Sportive El Massira,1486
2007-04-22,Ittihad Tanger,1421
2007-04-22,Itihad Zemmouri de Khemisset,1492
2007-04-22,Difaa Hassani El Jadidi,1536
2007-04-25,Jeunesse Sportive El Massira,1503
2007-04-25,Wydad Athletic Club,1618
2007-04-25,Itihad Zemmouri de Khemisset,1510
2007-04-25,Hassania Union Sport Agadir,1507
2007-04-25,FAR Rabat,1643
2007-04-25,Olympique Club De Khouribga,1692
2007-04-28,Difaa Hassani El Jadidi,1532
2007-04-28,Raja Club Athletic,1534
2007-04-28,AS Sale,1368
2007-04-28,Moghreb Tetouan,1570
2007-04-28,Kawkab Athletic Club Marrakech,1513
2007-04-28,Olympique Club de Safi,1435
2007-04-29,Hassania Union Sport Agadir,1521
2007-04-29,Maghreb de Fes,1459
2007-04-29,Itihad Zemmouri de Khemisset,1505
2007-04-29,Mouloudia Oujda,1475
2007-04-29,CODM Meknes,1472
2007-04-29,Jeunesse Sportive El Massira,1505
2007-04-29,Wydad Athletic Club,1617
2007-04-29,Olympique Club De Khouribga,1693
2007-04-29,Ittihad Tanger,1407
2007-04-29,FAR Rabat,1657
2007-04-29,Fath Union Sport de Rabat,1461
2007-04-29,Union Sidi Kacem,1397
2007-04-29,Rachad Bernoussi,1410
2007-04-29,HAN Hilal Nador,1375
2007-04-29,Renaissance de Berkane,1354
2007-04-29,Stade Marocain,1368
2007-04-29,RSS Renaissance Settat,1375
2007-04-29,Youssoufia Berrechid,1404
2007-04-29,CWW Wafaa Wydad Casablanca,1356
2007-04-29,US Temara,1406
2007-04-29,USM Mohammedia,1381
2007-04-29,Chabab Mohammedia,1404
2007-04-29,UTS Union Touarga Sport Rabat,1347
2007-04-29,Racing Casablanca,1415
2007-04-29,Kenitra AC,1456
2007-04-29,Chabab Houara,1425
2007-05-02,FAR Rabat,1665
2007-05-02,Kawkab Athletic Club Marrakech,1505
2007-05-02,Moghreb Tetouan,1578
2007-05-02,Hassania Union Sport Agadir,1513
2007-05-02,Olympique Club de Safi,1438
2007-05-02,Wydad Athletic Club,1614
2007-05-05,Maghreb de Fes,1452
2007-05-05,AS Sale,1375
2007-05-05,Olympique Club de Safi,1433
2007-05-05,Ittihad Tanger,1412
2007-05-05,Olympique Club De Khouribga,1668
2007-05-05,Kawkab Athletic Club Marrakech,1529
2007-05-05,Raja Club Athletic,1529
2007-05-05,Itihad Zemmouri de Khemisset,1510
2007-05-05,HAN Hilal Nador,1375
2007-05-05,Fath Union Sport de Rabat,1461
2007-05-05,Stade Marocain,1368
2007-05-05,Youssoufia Berrechid,1404
2007-05-05,Chabab Houara,1429
2007-05-05,Renaissance de Berkane,1350
2007-05-05,Chabab Mohammedia,1402
2007-05-05,CWW Wafaa Wydad Casablanca,1357
2007-05-05,US Temara,1406
2007-05-05,Kenitra AC,1456
2007-05-05,Racing Casablanca,1405
2007-05-05,USM Mohammedia,1391
2007-05-05,Union Sidi Kacem,1390
2007-05-05,UTS Union Touarga Sport Rabat,1353
2007-05-05,Rachad Bernoussi,1409
2007-05-05,RSS Renaissance Settat,1376
2007-05-06,Moghreb Tetouan,1539
2007-05-06,Difaa Hassani El Jadidi,1568
2007-05-06,FAR Rabat,1669
2007-05-06,CODM Meknes,1468
2007-05-06,Jeunesse Sportive El Massira,1502
2007-05-06,Hassania Union Sport Agadir,1516
2007-05-09,Mouloudia Oujda,1476
2007-05-09,Wydad Athletic Club,1613
2007-05-12,Difaa Hassani El Jadidi,1579
2007-05-12,Maghreb de Fes,1441
2007-05-12,CODM Meknes,1463
2007-05-12,Olympique Club de Safi,1438
2007-05-12,AS Sale,1362
2007-05-12,Jeunesse Sportive El Massira,1515
2007-05-12,Hassania Union Sport Agadir,1533
2007-05-12,FAR Rabat,1653
2007-05-12,Fath Union Sport de Rabat,1459
2007-05-12,Rachad Bernoussi,1411
2007-05-13,Itihad Zemmouri de Khemisset,1507
2007-05-13,Moghreb Tetouan,1541
2007-05-13,Ittihad Tanger,1418
2007-05-13,Olympique Club De Khouribga,1662
2007-05-13,Raja Club Athletic,1545
2007-05-13,Mouloudia Oujda,1461
2007-05-13,Kawkab Athletic Club Marrakech,1529
2007-05-13,Wydad Athletic Club,1613
2007-05-13,Renaissance de Berkane,1356
2007-05-13,US Temara,1400
2007-05-13,USM Mohammedia,1390
2007-05-13,Union Sidi Kacem,1391
2007-05-13,UTS Union Touarga Sport Rabat,1358
2007-05-13,HAN Hilal Nador,1370
2007-05-13,Stade Marocain,1373
2007-05-13,RSS Renaissance Settat,1371
2007-05-13,Youssoufia Berrechid,1407
2007-05-13,Chabab Houara,1426
2007-05-13,CWW Wafaa Wydad Casablanca,1361
2007-05-13,Racing Casablanca,1401
2007-05-13,Kenitra AC,1461
2007-05-13,Chabab Mohammedia,1397
2007-05-19,Olympique Club de Safi,1460
2007-05-19,Hassania Union Sport Agadir,1513
2007-05-19,Jeunesse Sportive El Massira,1528
2007-05-19,Difaa Hassani El Jadidi,1567
2007-05-19,Kawkab Athletic Club Marrakech,1508
2007-05-19,Mouloudia Oujda,1481
2007-05-19,Moghreb Tetouan,1551
2007-05-19,Raja Club Athletic,1535
2007-05-19,RSS Renaissance Settat,1371
2007-05-19,Fath Union Sport de Rabat,1459
2007-05-19,HAN Hilal Nador,1373
2007-05-19,USM Mohammedia,1387
2007-05-19,Chabab Houara,1424
2007-05-19,Stade Marocain,1375
2007-05-19,Racing Casablanca,1401
2007-05-19,Kenitra AC,1461
2007-05-19,Chabab Mohammedia,1401
2007-05-19,Renaissance de Berkane,1352
2007-05-19,US Temara,1399
2007-05-19,Youssoufia Berrechid,1408
2007-05-19,Union Sidi Kacem,1395
2007-05-19,CWW Wafaa Wydad Casablanca,1357
2007-05-19,Rachad Bernoussi,1409
2007-05-19,UTS Union Touarga Sport Rabat,1360
2007-05-20,FAR Rabat,1657
2007-05-20,AS Sale,1358
2007-05-20,Maghreb de Fes,1440
2007-05-20,Itihad Zemmouri de Khemisset,1508
2007-05-20,Olympique Club De Khouribga,1668
2007-05-20,CODM Meknes,1457
2007-05-23,Wydad Athletic Club,1588
2007-05-23,Ittihad Tanger,1442
2007-05-26,Itihad Zemmouri de Khemisset,1519
2007-05-26,Jeunesse Sportive El Massira,1517
2007-05-26,AS Sale,1358
2007-05-26,Olympique Club de Safi,1460
2007-05-26,Raja Club Athletic,1547
2007-05-26,Maghreb de Fes,1428
2007-05-26,Hassania Union Sport Agadir,1515
2007-05-26,Olympique Club De Khouribga,1666
2007-05-27,Difaa Hassani El Jadidi,1567
2007-05-27,FAR Rabat,1657
2007-05-27,Mouloudia Oujda,1480
2007-05-27,Moghreb Tetouan,1552
2007-05-27,CODM Meknes,1458
2007-05-27,Wydad Athletic Club,1587
2007-05-27,Ittihad Tanger,1426
2007-05-27,Kawkab Athletic Club Marrakech,1523
2007-09-21,Olympique Club de Safi,1460
2007-09-21,Difaa Hassani El Jadidi,1567
2007-09-22,Maghreb de Fes,1428
2007-09-22,Hassania Union Sport Agadir,1515
2007-09-22,Olympique Club De Khouribga,1658
2007-09-22,Raja Club Athletic,1555
2007-09-22,Jeunesse Sportive El Massira,1529
2007-09-22,CODM Meknes,1446
2007-09-22,Moghreb Tetouan,1567
2007-09-22,Mouloudia Oujda,1466
2007-09-22,Racing Casablanca,1405
2007-09-22,RSS Renaissance Settat,1367
2007-09-23,Wydad Athletic Club,1598
2007-09-23,Kenitra AC,1451
2007-09-23,Itihad Zemmouri de Khemisset,1515
2007-09-23,Kawkab Athletic Club Marrakech,1526
2007-09-23,FAR Rabat,1661
2007-09-23,Fath Union Sport de Rabat,1455
2007-09-23,CWW Wafaa Wydad Casablanca,1352
2007-09-23,Rachad Bernoussi,1414
2007-09-23,Chabab Mohammedia,1406
2007-09-23,Chabab Rif Al Hoceima,1395
2007-09-23,US Temara,1404
2007-09-23,HAN Hilal Nador,1368
2007-09-23,Tihad Casablanca,1394
2007-09-23,USM Mohammedia,1393
2007-09-23,UTS Union Touarga Sport Rabat,1355
2007-09-23,Ittihad Tanger,1431
2007-09-23,AS Sale,1362
2007-09-23,Union Sidi Kacem,1391
2007-09-23,Chabab Houara,1423
2007-09-23,Youssoufia Berrechid,1409
2007-09-28,Kawkab Athletic Club Marrakech,1520
2007-09-28,Olympique Club de Safi,1466
2007-09-29,Kenitra AC,1470
2007-09-29,Olympique Club De Khouribga,1640
2007-09-29,Difaa Hassani El Jadidi,1581
2007-09-29,FAR Rabat,1647
2007-09-29,RSS Renaissance Settat,1367
2007-09-29,Chabab Mohammedia,1406
2007-09-29,Youssoufia Berrechid,1403
2007-09-29,US Temara,1410
2007-09-29,Ittihad Tanger,1434
2007-09-29,Tihad Casablanca,1391
2007-09-30,Mouloudia Oujda,1465
2007-09-30,Jeunesse Sportive El Massira,1530
2007-09-30,Fath Union Sport de Rabat,1435
2007-09-30,Maghreb de Fes,1447
2007-09-30,CODM Meknes,1445
2007-09-30,Itihad Zemmouri de Khemisset,1516
2007-09-30,Rachad Bernoussi,1412
2007-09-30,AS Sale,1364
2007-09-30,USM Mohammedia,1397
2007-09-30,CWW Wafaa Wydad Casablanca,1348
2007-09-30,Chabab Rif Al Hoceima,1394
2007-09-30,UTS Union Touarga Sport Rabat,1356
2007-09-30,Union Sidi Kacem,1391
2007-09-30,Chabab Houara,1423
2007-09-30,HAN Hilal Nador,1374
2007-09-30,Racing Casablanca,1399
2007-10-05,Olympique Club de Safi,1461
2007-10-05,CODM Meknes,1449
2007-10-06,Maghreb de Fes,1463
2007-10-06,Difaa Hassani El Jadidi,1566
2007-10-06,Kenitra AC,1482
2007-10-06,Hassania Union Sport Agadir,1503
2007-10-06,Jeunesse Sportive El Massira,1541
2007-10-06,Raja Club Athletic,1544
2007-10-06,Union Sidi Kacem,1394
2007-10-06,Rachad Bernoussi,1409
2007-10-06,Chabab Mohammedia,1410
2007-10-06,HAN Hilal Nador,1370
2007-10-06,UTS Union Touarga Sport Rabat,1359
2007-10-06,RSS Renaissance Settat,1364
2007-10-06,Tihad Casablanca,1390
2007-10-06,Chabab Rif Al Hoceima,1395
2007-10-06,Racing Casablanca,1398
2007-10-06,Youssoufia Berrechid,1404
2007-10-07,Wydad Athletic Club,1603
2007-10-07,Fath Union Sport de Rabat,1430
2007-10-07,Olympique Club De Khouribga,1648
2007-10-07,Moghreb Tetouan,1560
2007-10-07,Itihad Zemmouri de Khemisset,1524
2007-10-07,Mouloudia Oujda,1457
2007-10-07,FAR Rabat,1653
2007-10-07,Kawkab Athletic Club Marrakech,1514
2007-10-07,CWW Wafaa Wydad Casablanca,1352
2007-10-07,Ittihad Tanger,1430
2007-10-07,Chabab Houara,1426
2007-10-07,US Temara,1407
2007-10-07,AS Sale,1371
2007-10-07,USM Mohammedia,1391
2007-10-12,Hassania Union Sport Agadir,1503
2007-10-12,Wydad Athletic Club,1603
2007-10-16,Raja Club Athletic,1541
2007-10-16,Moghreb Tetouan,1563
2007-10-19,Kawkab Athletic Club Marrakech,1522
2007-10-19,Maghreb de Fes,1455
2007-10-20,CODM Meknes,1431
2007-10-20,FAR Rabat,1670
2007-10-20,Mouloudia Oujda,1467
2007-10-20,Olympique Club de Safi,1451
2007-10-20,Youssoufia Berrechid,1403
2007-10-20,Chabab Mohammedia,1411
2007-10-20,Ittihad Tanger,1428
2007-10-20,AS Sale,1373
2007-10-20,RSS Renaissance Settat,1363
2007-10-20,Tihad Casablanca,1391
2007-10-21,Moghreb Tetouan,1572
2007-10-21,Jeunesse Sportive El Massira,1532
2007-10-21,Fath Union Sport de Rabat,1428
2007-10-21,Kenitra AC,1483
2007-10-21,Hassania Union Sport Agadir,1504
2007-10-21,Olympique Club De Khouribga,1647
2007-10-21,HAN Hilal Nador,1373
2007-10-21,UTS Union Touarga Sport Rabat,1356
2007-10-21,US Temara,1410
2007-10-21,Racing Casablanca,1395
2007-10-21,Rachad Bernoussi,1408
2007-10-21,Chabab Houara,1427
2007-10-21,Chabab Rif Al Hoceima,1394
2007-10-21,CWW Wafaa Wydad Casablanca,1353
2007-10-21,USM Mohammedia,1385
2007-10-21,Union Sidi Kacem,1400
2007-10-26,Hassania Union Sport Agadir,1497
2007-10-26,Fath Union Sport de Rabat,1434
2007-10-27,Maghreb de Fes,1450
2007-10-27,CODM Meknes,1435
2007-10-27,Kenitra AC,1483
2007-10-27,Difaa Hassani El Jadidi,1566
2007-10-27,Rachad Bernoussi,1407
2007-10-27,USM Mohammedia,1386
2007-10-27,AS Sale,1378
2007-10-27,Chabab Rif Al Hoceima,1389
2007-10-27,CWW Wafaa Wydad Casablanca,1352
