date,team,rating
2014-04-12,Chabab Kasba Tadla,1386
2014-04-12,Raja de Beni Mellal,1390
2014-04-12,Chabab Atlas Khenifra,1420
2014-04-12,Racing Casablanca,1383
2014-04-12,USM Union sportive Musilman Oujda,1354
2014-04-13,Olympique Club De Khouribga,1448
2014-04-13,Kawkab Athletic Club Marrakech,1629
2014-04-13,Olympique Club de Safi,1493
2014-04-13,Fath Union Sport de Rabat,1604
2014-04-13,Chabab Rif Al Hoceima,1520
2014-04-13,Difaa Hassani El Jadidi,1578
2014-04-13,Wydad de Fes,1404
2014-04-13,Kenitra AC,1497
2014-04-13,Mouloudia Oujda,1409
2014-04-13,Youssoufia Berrechid,1393
2014-04-14,Moghreb Tetouan,1680
2014-04-14,Maghreb de Fes,1511
2014-04-16,FAR Rabat,1592
2014-04-16,Raja Club Athletic,1728
2014-04-19,AS Sale,1467
2014-04-19,Wydad de Fes,1410
2014-04-19,Wydad Athletic Club,1591
2014-04-19,Chabab Rif Al Hoceima,1508
2014-04-19,Maghreb de Fes,1521
2014-04-19,Olympique Club de Safi,1484
2014-04-19,Itihad Zemmouri de Khemisset,1449
2014-04-19,Racing Casablanca,1385
2014-04-19,Youssoufia Berrechid,1396
2014-04-19,Ittihad Tanger,1404
2014-04-19,Chabab Houara,1376
2014-04-19,USM Mohammedia,1389
2014-04-19,USM Union sportive Musilman Oujda,1346
2014-04-19,Mouloudia Oujda,1417
2014-04-19,Chabab Atlas Khenifra,1425
2014-04-19,Jeunesse Sportive El Massira,1364
2014-04-19,USM Ait Melloul,1397
2014-04-19,Rachad Bernoussi,1375
2014-04-19,Chabab Kasba Tadla,1386
2014-04-19,CODM Meknes,1443
2014-04-19,US Temara,1377
2014-04-19,Raja de Beni Mellal,1391
2014-04-20,Kenitra AC,1486
2014-04-20,Moghreb Tetouan,1691
2014-04-20,Kawkab Athletic Club Marrakech,1629
2014-04-20,Raja Club Athletic,1728
2014-04-20,Fath Union Sport de Rabat,1568
2014-04-20,Olympique Club De Khouribga,1483
2014-04-21,Hassania Union Sport Agadir,1485
2014-04-21,Renaissance de Berkane,1551
2014-04-23,Wydad Athletic Club,1585
2014-04-23,Maghreb de Fes,1527
2014-04-26,Olympique Club de Safi,1488
2014-04-26,Moghreb Tetouan,1687
2014-04-26,Chabab Rif Al Hoceima,1503
2014-04-26,Hassania Union Sport Agadir,1489
2014-04-26,Raja Club Athletic,1733
2014-04-26,Fath Union Sport de Rabat,1563
2014-04-26,CODM Meknes,1442
2014-04-26,USM Ait Melloul,1398
2014-04-26,Ittihad Tanger,1406
2014-04-26,USM Union sportive Musilman Oujda,1344
2014-04-26,Mouloudia Oujda,1417
2014-04-26,Itihad Zemmouri de Khemisset,1449
2014-04-26,Jeunesse Sportive El Massira,1367
2014-04-26,Raja de Beni Mellal,1388
2014-04-26,USM Mohammedia,1389
2014-04-26,Chabab Atlas Khenifra,1425
2014-04-26,Rachad Bernoussi,1374
2014-04-26,Youssoufia Berrechid,1397
2014-04-26,Racing Casablanca,1384
2014-04-26,Chabab Houara,1377
2014-04-26,Chabab Kasba Tadla,1385
2014-04-26,US Temara,1378
2014-04-27,AS Sale,1478
2014-04-27,Kenitra AC,1475
2014-04-27,FAR Rabat,1588
2014-04-27,Wydad Athletic Club,1589
2014-04-27,Renaissance de Berkane,1551
2014-04-27,Kawkab Athletic Club Marrakech,1629
2014-04-27,Olympique Club De Khouribga,1495
2014-04-27,Maghreb de Fes,1515
2014-04-30,Difaa Hassani El Jadidi,1578
2014-04-30,Moghreb Tetouan,1687
2014-05-03,Olympique Club de Safi,1498
2014-05-03,Kenitra AC,1466
2014-05-03,Fath Union Sport de Rabat,1559
2014-05-03,Renaissance de Berkane,1555
2014-05-03,Wydad Athletic Club,1580
2014-05-03,Wydad de Fes,1419
2014-05-03,Itihad Zemmouri de Khemisset,1448
2014-05-03,Ittihad Tanger,1407
2014-05-03,Jeunesse Sportive El Massira,1358
2014-05-03,US Temara,1387
2014-05-03,Raja de Beni Mellal,1391
2014-05-03,USM Mohammedia,1386
2014-05-03,Youssoufia Berrechid,1392
2014-05-03,CODM Meknes,1447
2014-05-03,Chabab Houara,1381
2014-05-03,Mouloudia Oujda,1413
2014-05-03,USM Union sportive Musilman Oujda,1351
2014-05-03,Rachad Bernoussi,1367
2014-05-03,Chabab Atlas Khenifra,1428
2014-05-03,Racing Casablanca,1381
2014-05-03,USM Ait Melloul,1401
2014-05-03,Chabab Kasba Tadla,1382
2014-05-04,Moghreb Tetouan,1694
2014-05-04,Olympique Club De Khouribga,1489
2014-05-04,Maghreb de Fes,1505
2014-05-04,Raja Club Athletic,1742
2014-05-04,Difaa Hassani El Jadidi,1585
2014-05-04,AS Sale,1472
2014-05-04,Hassania Union Sport Agadir,1474
2014-05-04,FAR Rabat,1602
2014-05-05,Kawkab Athletic Club Marrakech,1606
2014-05-05,Chabab Rif Al Hoceima,1525
2014-05-07,Difaa Hassani El Jadidi,1592
2014-05-07,Olympique Club De Khouribga,1482
2014-05-11,Raja Club Athletic,1747
2014-05-11,Difaa Hassani El Jadidi,1587
2014-05-14,Difaa Hassani El Jadidi,1584
2014-05-14,FAR Rabat,1605
2014-05-17,Chabab Rif Al Hoceima,1499
2014-05-17,Fath Union Sport de Rabat,1584
2014-05-17,Wydad de Fes,1432
2014-05-17,Hassania Union Sport Agadir,1462
2014-05-17,Mouloudia Oujda,1412
2014-05-17,Chabab Atlas Khenifra,1429
2014-05-18,Olympique Club De Khouribga,1493
2014-05-18,Olympique Club de Safi,1488
2014-05-18,Kenitra AC,1466
2014-05-18,Difaa Hassani El Jadidi,1584
2014-05-18,AS Sale,1472
2014-05-18,Wydad Athletic Club,1580
2014-05-18,Renaissance de Berkane,1549
2014-05-18,Maghreb de Fes,1510
2014-05-18,Raja Club Athletic,1764
2014-05-18,Moghreb Tetouan,1678
2014-05-18,CODM Meknes,1445
2014-05-18,USM Union sportive Musilman Oujda,1353
2014-05-18,Ittihad Tanger,1411
2014-05-18,Chabab Houara,1377
2014-05-18,USM Mohammedia,1385
2014-05-18,Jeunesse Sportive El Massira,1359
2014-05-18,Rachad Bernoussi,1362
2014-05-18,Itihad Zemmouri de Khemisset,1453
2014-05-18,Racing Casablanca,1386
2014-05-18,Raja de Beni Mellal,1386
2014-05-18,Chabab Kasba Tadla,1381
2014-05-18,Youssoufia Berrechid,1393
2014-05-18,US Temara,1393
2014-05-18,USM Ait Melloul,1395
2014-05-19,FAR Rabat,1601
2014-05-19,Kawkab Athletic Club Marrakech,1610
2014-05-21,Wydad de Fes,1434
2014-05-21,Difaa Hassani El Jadidi,1582
2014-05-24,Itihad Zemmouri de Khemisset,1458
2014-05-24,CODM Meknes,1440
2014-05-24,USM Mohammedia,1390
2014-05-24,US Temara,1388
2014-05-24,Youssoufia Berrechid,1384
2014-05-24,USM Ait Melloul,1404
2014-05-24,Chabab Houara,1376
2014-05-24,Rachad Bernoussi,1363
2014-05-24,USM Union sportive Musilman Oujda,1356
2014-05-24,Chabab Kasba Tadla,1378
2014-05-24,Chabab Atlas Khenifra,1428
2014-05-24,Ittihad Tanger,1412
2014-05-25,Hassania Union Sport Agadir,1473
2014-05-25,AS Sale,1462
2014-05-25,Maghreb de Fes,1520
2014-05-25,Chabab Rif Al Hoceima,1490
2014-05-25,Olympique Club De Khouribga,1507
2014-05-25,Kenitra AC,1453
2014-05-25,Kawkab Athletic Club Marrakech,1601
2014-05-25,Wydad de Fes,1443
2014-05-25,Olympique Club de Safi,1510
2014-05-25,Raja Club Athletic,1743
2014-05-25,Moghreb Tetouan,1684
2014-05-25,Renaissance de Berkane,1543
2014-05-25,Jeunesse Sportive El Massira,1362
2014-05-25,Racing Casablanca,1383
2014-05-26,Wydad Athletic Club,1576
2014-05-26,Difaa Hassani El Jadidi,1585
2014-05-26,Fath Union Sport de Rabat,1595
2014-05-26,FAR Rabat,1590
2014-05-28,Raja de Beni Mellal,1389
2014-05-28,Mouloudia Oujda,1409
2014-08-22,Fath Union Sport de Rabat,1588
2014-08-22,Olympique Club De Khouribga,1514
2014-08-22,Wydad Athletic Club,1585
2014-08-22,Kenitra AC,1444
2014-08-23,Moghreb Tetouan,1683
2014-08-23,Raja Club Athletic,1744
2014-08-23,Itihad Zemmouri de Khemisset,1471
2014-08-23,Maghreb de Fes,1508
2014-08-23,Renaissance de Berkane,1541
2014-08-23,Difaa Hassani El Jadidi,1587
2014-08-23,Ittihad Tanger,1415
2014-08-23,US Temara,1385
2014-08-23,Raja de Beni Mellal,1388
2014-08-23,Jeunesse Sportive El Massira,1363
2014-08-23,Wydad de Fes,1442
2014-08-23,CODM Meknes,1441
2014-08-23,Youssoufia Berrechid,1384
2014-08-23,AS Sale,1462
2014-08-24,Chabab Atlas Khenifra,1430
2014-08-24,FAR Rabat,1588
2014-08-24,Kawkab Athletic Club Marrakech,1612
2014-08-24,Hassania Union Sport Agadir,1462
2014-08-24,Chabab Rif Al Hoceima,1507
2014-08-24,Olympique Club de Safi,1494
2014-08-24,Mouloudia Oujda,1414
2014-08-24,Olympique Dcheira,1395
2014-08-24,USM Mohammedia,1384
2014-08-24,Racing Casablanca,1389
2014-08-24,Chabab Houara,1375
2014-08-24,Chabab Kasba Tadla,1379
2014-08-24,Widad Temara,1391
2014-08-24,USM Ait Melloul,1413
2014-09-12,Olympique Club de Safi,1492
2014-09-12,Renaissance de Berkane,1543
2014-09-13,FAR Rabat,1588
2014-09-13,Moghreb Tetouan,1683
2014-09-13,Olympique Club De Khouribga,1528
2014-09-13,Kawkab Athletic Club Marrakech,1598
2014-09-13,Hassania Union Sport Agadir,1460
2014-09-13,Chabab Rif Al Hoceima,1509
2014-09-13,CODM Meknes,1439
2014-09-13,Raja de Beni Mellal,1390
2014-09-13,Jeunesse Sportive El Massira,1366
2014-09-13,USM Mohammedia,1381
2014-09-13,AS Sale,1465
2014-09-13,Chabab Houara,1372
2014-09-13,Olympique Dcheira,1389
2014-09-13,Ittihad Tanger,1421
2014-09-13,Racing Casablanca,1392
2014-09-13,Widad Temara,1388
2014-09-13,USM Ait Melloul,1412
2014-09-13,Mouloudia Oujda,1415
2014-09-13,Chabab Kasba Tadla,1379
2014-09-13,Wydad de Fes,1442
2014-09-13,US Temara,1384
2014-09-13,Youssoufia Berrechid,1385
2014-09-14,Difaa Hassani El Jadidi,1578
2014-09-14,Chabab Atlas Khenifra,1439
2014-09-14,Maghreb de Fes,1508
2014-09-14,Wydad Athletic Club,1585
2014-09-14,Kenitra AC,1445
2014-09-14,Fath Union Sport de Rabat,1587
2014-09-14,Raja Club Athletic,1747
2014-09-14,Itihad Zemmouri de Khemisset,1468
2014-09-19,Kawkab Athletic Club Marrakech,1606
2014-09-19,Kenitra AC,1437
2014-09-20,Fath Union Sport de Rabat,1594
2014-09-20,Maghreb de Fes,1501
2014-09-20,Chabab Atlas Khenifra,1451
2014-09-20,Olympique Club de Safi,1480
2014-09-20,Chabab Rif Al Hoceima,1482
2014-09-20,Olympique Club De Khouribga,1553
2014-09-20,Mouloudia Oujda,1419
2014-09-20,Racing Casablanca,1388
2014-09-20,USM Mohammedia,1385
2014-09-20,CODM Meknes,1435
2014-09-20,Youssoufia Berrechid,1384
2014-09-20,Olympique Dcheira,1390
2014-09-20,Chabab Houara,1366
2014-09-20,US Temara,1390
2014-09-20,Chabab Kasba Tadla,1383
2014-09-20,AS Sale,1461
2014-09-21,Itihad Zemmouri de Khemisset,1468
2014-09-21,Wydad Athletic Club,1585
2014-09-21,Raja Club Athletic,1752
2014-09-21,FAR Rabat,1583
2014-09-21,Renaissance de Berkane,1536
2014-09-21,Hassania Union Sport Agadir,1467
2014-09-21,Moghreb Tetouan,1696
2014-09-21,Difaa Hassani El Jadidi,1566
2014-09-21,Ittihad Tanger,1424
2014-09-21,USM Ait Melloul,1409
2014-09-21,Wydad de Fes,1440
2014-09-21,Raja de Beni Mellal,1392
2014-09-21,Widad Temara,1378
2014-09-21,Jeunesse Sportive El Massira,1375
2014-09-26,Maghreb de Fes,1487
2014-09-26,Kawkab Athletic Club Marrakech,1620
2014-09-27,Difaa Hassani El Jadidi,1598
2014-09-27,Raja Club Athletic,1722
2014-09-27,Kenitra AC,1455
2014-09-27,Chabab Rif Al Hoceima,1465
2014-09-27,Olympique Club de Safi,1465
2014-09-27,Moghreb Tetouan,1710
2014-09-28,FAR Rabat,1593
2014-09-28,Itihad Zemmouri de Khemisset,1459
2014-09-28,Olympique Club De Khouribga,1534
2014-09-28,Renaissance de Berkane,1555
2014-09-28,Hassania Union Sport Agadir,1482
2014-09-28,Chabab Atlas Khenifra,1437
2014-09-28,Wydad Athletic Club,1601
2014-09-28,Fath Union Sport de Rabat,1579
2014-09-28,Jeunesse Sportive El Massira,1381
2014-09-28,Mouloudia Oujda,1413
2014-09-28,CODM Meknes,1433
2014-09-28,Widad Temara,1380
2014-09-28,AS Sale,1455
2014-09-28,Wydad de Fes,1446
2014-09-28,Olympique Dcheira,1389
2014-09-28,Chabab Houara,1367
2014-09-28,Raja de Beni Mellal,1391
2014-09-28,USM Mohammedia,1386
2014-09-28,Racing Casablanca,1380
2014-09-28,Ittihad Tanger,1432
2014-09-28,USM Ait Melloul,1403
2014-09-28,Youssoufia Berrechid,1390
2014-09-28,US Temara,1389
2014-09-28,Chabab Kasba Tadla,1384
2014-10-17,Chabab Rif Al Hoceima,1462
2014-10-17,Maghreb de Fes,1490
2014-10-18,Chabab Atlas Khenifra,1422
2014-10-18,Olympique Club De Khouribga,1548
2014-10-18,Kawkab Athletic Club Marrakech,1616
2014-10-18,Wydad Athletic Club,1605
2014-10-18,Moghreb Tetouan,1699
2014-10-18,Hassania Union Sport Agadir,1492
2014-10-18,Ittihad Tanger,1430
2014-10-18,Jeunesse Sportive El Massira,1383
2014-10-18,Mouloudia Oujda,1416
2014-10-18,CODM Meknes,1430
2014-10-18,AS Sale,1445
2014-10-18,US Temara,1399
2014-10-18,Wydad de Fes,1444
2014-10-18,USM Mohammedia,1388
2014-10-18,Youssoufia Berrechid,1384
2014-10-18,Racing Casablanca,1386
2014-10-18,Chabab Houara,1371
2014-10-18,USM Ait Melloul,1399
2014-10-18,Chabab Kasba Tadla,1383
2014-10-18,Olympique Dcheira,1390
2014-10-18,Widad Temara,1379
2014-10-18,Raja de Beni Mellal,1392
2014-10-19,Itihad Zemmouri de Khemisset,1459
2014-10-19,Fath Union Sport de Rabat,1579
2014-10-19,FAR Rabat,1574
2014-10-19,Difaa Hassani El Jadidi,1616
2014-10-19,Renaissance de Berkane,1565
2014-10-19,Kenitra AC,1445
2014-10-19,Raja Club Athletic,1727
2014-10-19,Olympique Club de Safi,1461
2014-10-24,Olympique Club De Khouribga,1536
2014-10-24,Moghreb Tetouan,1711
2014-10-25,Kenitra AC,1462
2014-10-25,Chabab Atlas Khenifra,1406
2014-10-25,Wydad Athletic Club,1615
2014-10-25,Chabab Rif Al Hoceima,1453
2014-10-25,Hassania Union Sport Agadir,1522
2014-10-25,Raja Club Athletic,1698
2014-10-25,CODM Meknes,1424
2014-10-25,Ittihad Tanger,1436
2014-10-25,Olympique Dcheira,1394
2014-10-25,AS Sale,1441
2014-10-25,Racing Casablanca,1385
2014-10-25,Chabab Houara,1372
2014-10-25,US Temara,1399
2014-10-25,Wydad de Fes,1444
2014-10-26,Fath Union Sport de Rabat,1591
2014-10-26,Kawkab Athletic Club Marrakech,1605
2014-10-26,Difaa Hassani El Jadidi,1592
2014-10-26,Itihad Zemmouri de Khemisset,1482
2014-10-26,Olympique Club de Safi,1461
2014-10-26,FAR Rabat,1574
2014-10-26,Maghreb de Fes,1489
2014-10-26,Renaissance de Berkane,1566
2014-10-26,Jeunesse Sportive El Massira,1386
2014-10-26,Youssoufia Berrechid,1381
2014-10-26,USM Mohammedia,1387
2014-10-26,Widad Temara,1380
2014-10-26,Raja de Beni Mellal,1391
2014-10-26,Mouloudia Oujda,1417
2014-10-26,USM Ait Melloul,1398
2014-10-26,Chabab Kasba Tadla,1384
2014-10-31,Raja Club Athletic,1689
2014-10-31,Olympique Club De Khouribga,1545
2014-11-01,Itihad Zemmouri de Khemisset,1468
2014-11-01,Kawkab Athletic Club Marrakech,1618
2014-11-01,Difaa Hassani El Jadidi,1602
2014-11-01,Olympique Club de Safi,1451
2014-11-01,Moghreb Tetouan,1685
2014-11-01,Kenitra AC,1487
2014-11-01,Ittihad Tanger,1435
2014-11-01,Raja de Beni Mellal,1392
2014-11-01,Mouloudia Oujda,1421
2014-11-01,USM Mohammedia,1383
2014-11-01,AS Sale,1431
2014-11-01,USM Ait Melloul,1408
2014-11-01,Wydad de Fes,1437
2014-11-01,Widad Temara,1387
2014-11-01,Youssoufia Berrechid,1385
2014-11-01,CODM Meknes,1420
2014-11-01,Chabab Houara,1371
2014-11-01,Jeunesse Sportive El Massira,1387
2014-11-01,Chabab Kasba Tadla,1387
2014-11-01,Racing Casablanca,1382
2014-11-01,US Temara,1404
2014-11-01,Olympique Dcheira,1389
2014-11-02,Chabab Atlas Khenifra,1420
2014-11-02,Maghreb de Fes,1476
2014-11-02,Renaissance de Berkane,1564
2014-11-02,Wydad Athletic Club,1617
2014-11-02,FAR Rabat,1582
2014-11-02,Hassania Union Sport Agadir,1514
2014-11-02,Chabab Rif Al Hoceima,1469
2014-11-02,Fath Union Sport de Rabat,1576
2014-11-07,Wydad Athletic Club,1623
2014-11-07,Chabab Atlas Khenifra,1414
2014-11-08,Kenitra AC,1506
2014-11-08,Raja Club Athletic,1671
2014-11-08,Olympique Club de Safi,1462
2014-11-08,Itihad Zemmouri de Khemisset,1457
2014-11-08,Maghreb de Fes,1505
2014-11-08,Moghreb Tetouan,1658
2014-11-08,CODM Meknes,1418
2014-11-08,Chabab Houara,1372
2014-11-08,Jeunesse Sportive El Massira,1381
2014-11-08,Chabab Kasba Tadla,1393
2014-11-08,Olympique Dcheira,1393
2014-11-08,Wydad de Fes,1433
2014-11-08,USM Mohammedia,1378
2014-11-08,Ittihad Tanger,1440
2014-11-08,Raja de Beni Mellal,1391
2014-11-08,Youssoufia Berrechid,1386
2014-11-08,Racing Casablanca,1382
2014-11-08,AS Sale,1431
2014-11-08,USM Ait Melloul,1414
2014-11-08,US Temara,1398
2014-11-08,Widad Temara,1382
2014-11-08,Mouloudia Oujda,1426
2014-11-09,Fath Union Sport de Rabat,1572
2014-11-09,Renaissance de Berkane,1568
2014-11-09,Kawkab Athletic Club Marrakech,1609
2014-11-09,Chabab Rif Al Hoceima,1477
2014-11-09,Olympique Club De Khouribga,1557
2014-11-09,FAR Rabat,1571
2014-11-09,Hassania Union Sport Agadir,1528
2014-11-09,Difaa Hassani El Jadidi,1589
2014-11-21,Olympique Club de Safi,1475
2014-11-21,Hassania Union Sport Agadir,1516
2014-11-22,Difaa Hassani El Jadidi,1584
2014-11-22,Olympique Club De Khouribga,1562
2014-11-22,Itihad Zemmouri de Khemisset,1454
2014-11-22,Chabab Rif Al Hoceima,1480
2014-11-22,Moghreb Tetouan,1653
2014-11-22,Wydad Athletic Club,1628
2014-11-22,Ittihad Tanger,1442
2014-11-22,Widad Temara,1380
2014-11-22,AS Sale,1433
2014-11-22,Jeunesse Sportive El Massira,1379
2014-11-22,Olympique Dcheira,1383
2014-11-22,USM Ait Melloul,1424
2014-11-22,Wydad de Fes,1432
2014-11-22,Mouloudia Oujda,1427
2014-11-22,Youssoufia Berrechid,1389
2014-11-22,USM Mohammedia,1375
2014-11-22,Chabab Kasba Tadla,1392
2014-11-22,CODM Meknes,1419
2014-11-22,US Temara,1404
2014-11-22,Racing Casablanca,1376
2014-11-23,FAR Rabat,1565
2014-11-23,Kenitra AC,1512
2014-11-23,Raja Club Athletic,1662
2014-11-23,Maghreb de Fes,1514
2014-11-23,Chabab Atlas Khenifra,1402
2014-11-23,Fath Union Sport de Rabat,1584
2014-11-23,Renaissance de Berkane,1566
2014-11-23,Kawkab Athletic Club Marrakech,1611
2014-11-23,Chabab Houara,1375
2014-11-23,Raja de Beni Mellal,1388
2014-11-28,Hassania Union Sport Agadir,1510
2014-11-28,Itihad Zemmouri de Khemisset,1460
2014-11-29,Kenitra AC,1511
2014-11-29,Difaa Hassani El Jadidi,1585
2014-11-29,Fath Union Sport de Rabat,1583
2014-11-29,Moghreb Tetouan,1654
2014-11-29,Olympique Club De Khouribga,1555
2014-11-29,Olympique Club de Safi,1482
2014-11-29,CODM Meknes,1418
2014-11-29,AS Sale,1434
2014-11-29,Mouloudia Oujda,1421
2014-11-29,Ittihad Tanger,1448
2014-11-29,USM Mohammedia,1374
2014-11-29,Chabab Houara,1376
2014-11-29,Raja de Beni Mellal,1387
2014-11-29,Chabab Kasba Tadla,1393
2014-11-29,Racing Casablanca,1379
2014-11-29,Olympique Dcheira,1380
2014-11-29,USM Ait Melloul,1430
2014-11-29,Wydad de Fes,1426
2014-11-29,Widad Temara,1379
2014-11-29,Youssoufia Berrechid,1390
2014-11-30,Wydad Athletic Club,1640
2014-11-30,Raja Club Athletic,1651
2014-11-30,Kawkab Athletic Club Marrakech,1615
2014-11-30,Chabab Atlas Khenifra,1398
2014-11-30,Chabab Rif Al Hoceima,1494
2014-11-30,Renaissance de Berkane,1553
2014-11-30,Maghreb de Fes,1512
2014-11-30,FAR Rabat,1567
2014-11-30,Jeunesse Sportive El Massira,1373
2014-11-30,US Temara,1409
2014-12-04,Moghreb Tetouan,1623
2014-12-04,Kawkab Athletic Club Marrakech,1644
2014-12-06,Itihad Zemmouri de Khemisset,1460
2014-12-06,Renaissance de Berkane,1553
2014-12-06,Difaa Hassani El Jadidi,1600
2014-12-06,Maghreb de Fes,1498
2014-12-06,Olympique Club de Safi,1493
2014-12-06,Kenitra AC,1500
2014-12-06,AS Sale,1437
2014-12-06,Raja de Beni Mellal,1385
2014-12-06,Olympique Dcheira,1374
2014-12-06,Jeunesse Sportive El Massira,1379
2014-12-06,Wydad de Fes,1420
2014-12-06,Ittihad Tanger,1454
2014-12-06,Youssoufia Berrechid,1385
2014-12-06,Mouloudia Oujda,1426
2014-12-06,Chabab Houara,1370
2014-12-06,Widad Temara,1385
2014-12-06,Chabab Kasba Tadla,1396
2014-12-06,USM Mohammedia,1371
2014-12-06,US Temara,1412
2014-12-06,CODM Meknes,1415
2014-12-07,Chabab Atlas Khenifra,1383
2014-12-07,Chabab Rif Al Hoceima,1508
2014-12-07,FAR Rabat,1551
2014-12-07,Wydad Athletic Club,1655
2014-12-07,Raja Club Athletic,1659
2014-12-07,Fath Union Sport de Rabat,1576
2014-12-07,Hassania Union Sport Agadir,1522
2014-12-07,Olympique Club De Khouribga,1543
2014-12-07,USM Ait Melloul,1434
2014-12-07,Racing Casablanca,1375
2014-12-12,Renaissance de Berkane,1558
2014-12-12,Chabab Atlas Khenifra,1378
2014-12-13,Olympique Club De Khouribga,1550
2014-12-13,Itihad Zemmouri de Khemisset,1453
2014-12-13,CODM Meknes,1419
2014-12-13,Olympique Dcheira,1370
2014-12-13,Ittihad Tanger,1452
2014-12-13,Youssoufia Berrechid,1387
2014-12-13,Mouloudia Oujda,1424
2014-12-13,Chabab Houara,1372
2014-12-13,Jeunesse Sportive El Massira,1383
2014-12-13,USM Ait Melloul,1430
2014-12-13,USM Mohammedia,1371
2014-12-13,AS Sale,1437
2014-12-13,Raja de Beni Mellal,1388
2014-12-13,US Temara,1409
2014-12-13,Racing Casablanca,1379
2014-12-13,Wydad de Fes,1416
2014-12-14,Fath Union Sport de Rabat,1585
2014-12-14,FAR Rabat,1542
2014-12-14,Maghreb de Fes,1494
2014-12-14,Olympique Club de Safi,1497
2014-12-14,Kawkab Athletic Club Marrakech,1626
2014-12-14,Raja Club Athletic,1676
2014-12-14,Kenitra AC,1482
2014-12-14,Hassania Union Sport Agadir,1539
2014-12-14,Wydad Athletic Club,1649
2014-12-14,Difaa Hassani El Jadidi,1606
2014-12-14,Widad Temara,1384
2014-12-14,Chabab Kasba Tadla,1397
2014-12-15,Chabab Rif Al Hoceima,1508
2014-12-15,Moghreb Tetouan,1623
2014-12-19,Raja Club Athletic,1685
2014-12-19,Chabab Rif Al Hoceima,1500
2014-12-20,Difaa Hassani El Jadidi,1601
2014-12-20,Fath Union Sport de Rabat,1589
2014-12-21,FAR Rabat,1563
2014-12-21,Kawkab Athletic Club Marrakech,1606
2014-12-21,Itihad Zemmouri de Khemisset,1432
2014-12-21,Chabab Atlas Khenifra,1399
2014-12-21,Olympique Club de Safi,1522
2014-12-21,Wydad Athletic Club,1625
2014-12-21,Moghreb Tetouan,1631
2014-12-21,Renaissance de Berkane,1550
2014-12-21,Olympique Club De Khouribga,1558
2014-12-21,Kenitra AC,1475
2014-12-21,AS Sale,1435
2014-12-21,Widad Temara,1386
2014-12-21,Olympique Dcheira,1369
2014-12-21,Raja de Beni Mellal,1389
2014-12-21,Wydad de Fes,1419
2014-12-21,Youssoufia Berrechid,1384
2014-12-21,Racing Casablanca,1378
2014-12-21,Jeunesse Sportive El Massira,1384
2014-12-21,Chabab Houara,1372
2014-12-21,Ittihad Tanger,1452
2014-12-21,USM Ait Melloul,1429
2014-12-21,CODM Meknes,1420
2014-12-21,Chabab Kasba Tadla,1396
2014-12-21,Mouloudia Oujda,1425
2014-12-21,US Temara,1408
2014-12-21,USM Mohammedia,1372
2014-12-22,Hassania Union Sport Agadir,1534
2014-12-22,Maghreb de Fes,1499
2014-12-26,Kawkab Athletic Club Marrakech,1616
2014-12-26,Difaa Hassani El Jadidi,1591
2014-12-27,Wydad Athletic Club,1618
2014-12-27,Hassania Union Sport Agadir,1541
2014-12-27,Fath Union Sport de Rabat,1604
2014-12-27,Olympique Club de Safi,1508
2014-12-27,Chabab Rif Al Hoceima,1469
2014-12-27,FAR Rabat,1591
2014-12-27,CODM Meknes,1419
2014-12-27,Racing Casablanca,1379
2014-12-27,Mouloudia Oujda,1424
2014-12-27,AS Sale,1436
2014-12-27,USM Mohammedia,1371
2014-12-27,Olympique Dcheira,1370
2014-12-27,Raja de Beni Mellal,1393
2014-12-27,USM Ait Melloul,1425
